Date,Total Sales,Brand,Customer_Age_Group,City,Payment Method,Mobile Model,Day,Month,Year,Day Name
2022-07-29,258793.28,Xiaomi,40-44,Lucknow,Cash,Redmi 9,29,7,2022,Friday
2022-07-29,98298.16,Apple,25-29,Mumbai,Debit Card,iPhone 11,29,7,2022,Friday
2022-07-29,451424.32,Samsung,55-59,Delhi,Debit Card,Galaxy Note 20,29,7,2022,Friday
2022-07-30,126007.0,Vivo,20-24,Patna,UPI,Vivo V20,30,7,2022,Saturday
2022-07-30,188927.01,Xiaomi,15-19,Kanpur,UPI,Mi 11,30,7,2022,Saturday
2022-07-30,194265.68,OnePlus,55-59,Delhi,Credit Card,OnePlus 9,30,7,2022,Saturday
2022-07-30,237330.16,Xiaomi,40-44,Rajkot,Credit Card,Mi 11,30,7,2022,Saturday
2022-07-31,554439.6900000001,OnePlus,45-49,Lucknow,Cash,OnePlus 9,31,7,2022,Sunday
2022-07-31,156219.12,Xiaomi,50-54,Kanpur,Credit Card,Redmi 9,31,7,2022,Sunday
2022-07-31,144031.28,Apple,35-39,Delhi,Cash,iPhone 11,31,7,2022,Sunday
2022-07-31,33803.66,Apple,35-39,Patna,Credit Card,iPhone 12,31,7,2022,Sunday
2022-08-01,198849.69,Apple,30-34,Delhi,Debit Card,iPhone SE,1,8,2022,Monday
2022-08-01,172692.81,Samsung,35-39,Jodhpur,Credit Card,Galaxy A51,1,8,2022,Monday
2022-08-01,42363.24,OnePlus,15-19,Kolkata,Debit Card,OnePlus 8T,1,8,2022,Monday
2022-08-01,121425.55,Apple,15-19,Ranchi,Cash,iPhone 12,1,8,2022,Monday
2022-08-02,414516.27,Samsung,35-39,Delhi,Credit Card,Galaxy S21,2,8,2022,Tuesday
2022-08-02,112796.55,OnePlus,50-54,Delhi,Credit Card,OnePlus 9,2,8,2022,Tuesday
2022-08-02,97810.72,Xiaomi,55-59,Mumbai,Credit Card,Redmi 9,2,8,2022,Tuesday
2022-08-03,35587.86,Samsung,55-59,Delhi,Debit Card,Galaxy S21,3,8,2022,Wednesday
2022-08-03,105852.34,Vivo,25-29,Bangalore,Debit Card,Vivo S1,3,8,2022,Wednesday
2022-08-03,56601.8,Samsung,40-44,Delhi,Credit Card,Galaxy S21,3,8,2022,Wednesday
2022-08-04,268852.5,Samsung,40-44,Indore,Cash,Galaxy A51,4,8,2022,Thursday
2022-08-04,215599.36,OnePlus,55-59,Madurai,Debit Card,OnePlus 8T,4,8,2022,Thursday
2022-08-04,129928.74,Xiaomi,20-24,Mumbai,UPI,Redmi 9,4,8,2022,Thursday
2022-08-04,484424.82,Vivo,25-29,Mumbai,Cash,Vivo V20,4,8,2022,Thursday
2022-08-05,209862.94999999998,Apple,45-49,Chennai,Cash,iPhone SE,5,8,2022,Friday
2022-08-05,197584.68,Apple,45-49,Jodhpur,Cash,iPhone 12,5,8,2022,Friday
2022-08-05,335432.8,Samsung,40-44,Mumbai,Debit Card,Galaxy Note 20,5,8,2022,Friday
2022-08-06,126751.68,OnePlus,15-19,Rajkot,Credit Card,OnePlus Nord,6,8,2022,Saturday
2022-08-06,453286.56,OnePlus,55-59,Ranchi,Credit Card,OnePlus 8T,6,8,2022,Saturday
2022-08-06,271640.4,Apple,35-39,Mumbai,UPI,iPhone SE,6,8,2022,Saturday
2022-08-07,508623.04,Vivo,20-24,Indore,Credit Card,Vivo S1,7,8,2022,Sunday
2022-08-07,331889.58,Xiaomi,25-29,Chennai,UPI,Mi 11,7,8,2022,Sunday
2022-08-07,167313.56,Vivo,50-54,Kolkata,UPI,Vivo Y51,7,8,2022,Sunday
2022-08-08,244625.22,Xiaomi,20-24,Patna,Credit Card,Redmi 9,8,8,2022,Monday
2022-08-08,122045.24,Apple,45-49,Delhi,UPI,iPhone SE,8,8,2022,Monday
2022-08-08,142692.84,Xiaomi,25-29,Hyderabad,Cash,Redmi 9,8,8,2022,Monday
2022-08-08,195060.32,OnePlus,45-49,Ludhiana,Cash,OnePlus 8T,8,8,2022,Monday
2022-08-09,226494.17,Samsung,55-59,Patna,Cash,Galaxy S21,9,8,2022,Tuesday
2022-08-09,166743.99,Samsung,15-19,Mumbai,Debit Card,Galaxy Note 20,9,8,2022,Tuesday
2022-08-09,349283.28,Apple,55-59,Bangalore,UPI,iPhone SE,9,8,2022,Tuesday
2022-08-09,126485.87,OnePlus,25-29,Madurai,UPI,OnePlus Nord,9,8,2022,Tuesday
2022-08-10,146055.84999999998,Vivo,55-59,Patna,Cash,Vivo Y51,10,8,2022,Wednesday
2022-08-10,453646.76,OnePlus,30-34,Mumbai,Debit Card,OnePlus Nord,10,8,2022,Wednesday
2022-08-10,103660.59,Samsung,35-39,Delhi,Credit Card,Galaxy A51,10,8,2022,Wednesday
2022-08-11,274470.1,Samsung,50-54,Coimbatore,Cash,Galaxy A51,11,8,2022,Thursday
2022-08-11,117654.11,OnePlus,30-34,Ranchi,Debit Card,OnePlus Nord,11,8,2022,Thursday
2022-08-11,223684.83,OnePlus,45-49,Delhi,Credit Card,OnePlus Nord,11,8,2022,Thursday
2022-08-11,116881.48,Samsung,35-39,Mumbai,Debit Card,Galaxy S21,11,8,2022,Thursday
2022-08-12,223118.32,Vivo,20-24,Vadodara,Credit Card,Vivo Y51,12,8,2022,Friday
2022-08-12,232185.52000000002,Apple,15-19,Delhi,UPI,iPhone 11,12,8,2022,Friday
2022-08-12,67263.81,Apple,50-54,Delhi,UPI,iPhone 11,12,8,2022,Friday
2022-08-12,129277.16,OnePlus,55-59,Ranchi,Debit Card,OnePlus 9,12,8,2022,Friday
2022-08-13,609642.36,Apple,30-34,Vadodara,Debit Card,iPhone 12,13,8,2022,Saturday
2022-08-13,249724.15999999997,Samsung,35-39,Delhi,Credit Card,Galaxy Note 20,13,8,2022,Saturday
2022-08-13,152938.94,Samsung,25-29,Delhi,Debit Card,Galaxy Note 20,13,8,2022,Saturday
2022-08-13,285597.12,OnePlus,45-49,Delhi,Debit Card,OnePlus 8T,13,8,2022,Saturday
2022-08-14,153259.16999999998,OnePlus,25-29,Hyderabad,Credit Card,OnePlus Nord,14,8,2022,Sunday
2022-08-14,52579.53,OnePlus,50-54,Delhi,Credit Card,OnePlus 9,14,8,2022,Sunday
2022-08-14,114377.96,Vivo,35-39,Patna,UPI,Vivo V20,14,8,2022,Sunday
2022-08-14,66501.66,Apple,55-59,Bangalore,Cash,iPhone SE,14,8,2022,Sunday
2022-08-15,155854.8,OnePlus,35-39,Delhi,Debit Card,OnePlus 9,15,8,2022,Monday
2022-08-15,149304.9,Xiaomi,55-59,Delhi,Credit Card,Mi 11,15,8,2022,Monday
2022-08-15,163254.54,Xiaomi,55-59,Rajkot,UPI,Redmi Note 10,15,8,2022,Monday
2022-08-15,172593.84,Samsung,55-59,Vadodara,Cash,Galaxy A51,15,8,2022,Monday
2022-08-16,178825.29,Apple,50-54,Rajkot,Debit Card,iPhone 11,16,8,2022,Tuesday
2022-08-16,365577.68,OnePlus,35-39,Bangalore,UPI,OnePlus 9,16,8,2022,Tuesday
2022-08-16,518702.39999999997,Xiaomi,40-44,Delhi,Cash,Mi 11,16,8,2022,Tuesday
2022-08-17,277441.76,Apple,20-24,Delhi,Debit Card,iPhone 12,17,8,2022,Wednesday
2022-08-17,456745.5,Samsung,20-24,Lucknow,UPI,Galaxy Note 20,17,8,2022,Wednesday
2022-08-17,483679.14,Vivo,25-29,Delhi,Debit Card,Vivo S1,17,8,2022,Wednesday
2022-08-17,35190.54,Apple,40-44,Delhi,Cash,iPhone SE,17,8,2022,Wednesday
2022-08-18,212018.80000000002,Apple,40-44,Delhi,Credit Card,iPhone 12,18,8,2022,Thursday
2022-08-18,16471.2,Vivo,40-44,Mumbai,UPI,Vivo V20,18,8,2022,Thursday
2022-08-18,77214.9,Apple,55-59,Delhi,Cash,iPhone 11,18,8,2022,Thursday
2022-08-19,361999.62,Samsung,25-29,Delhi,Debit Card,Galaxy A51,19,8,2022,Friday
2022-08-19,47757.6,Samsung,25-29,Gorakhpur,Cash,Galaxy Note 20,19,8,2022,Friday
2022-08-19,288476.86000000004,Vivo,25-29,Mumbai,Cash,Vivo S1,19,8,2022,Friday
2022-08-20,132083.16,OnePlus,20-24,Patna,Credit Card,OnePlus 8T,20,8,2022,Saturday
2022-08-20,43669.07,Xiaomi,35-39,Delhi,UPI,Mi 11,20,8,2022,Saturday
2022-08-20,346660.38,OnePlus,45-49,Chennai,Cash,OnePlus 8T,20,8,2022,Saturday
2022-08-20,344617.08,Apple,40-44,Kanpur,Credit Card,iPhone 12,20,8,2022,Saturday
2022-08-21,144100.72,Xiaomi,20-24,Delhi,Credit Card,Redmi 9,21,8,2022,Sunday
2022-08-21,85903.86,Vivo,35-39,Delhi,Credit Card,Vivo V20,21,8,2022,Sunday
2022-08-21,375548.48,Vivo,30-34,Gorakhpur,Debit Card,Vivo V20,21,8,2022,Sunday
2022-08-22,102914.16,Xiaomi,25-29,Ludhiana,Credit Card,Mi 11,22,8,2022,Monday
2022-08-22,136995.64,Samsung,40-44,Delhi,Credit Card,Galaxy A51,22,8,2022,Monday
2022-08-22,187566.84,Xiaomi,45-49,Delhi,Credit Card,Redmi Note 10,22,8,2022,Monday
2022-08-23,34929.6,Apple,20-24,Jodhpur,Credit Card,iPhone 11,23,8,2022,Tuesday
2022-08-23,239165.99,Samsung,25-29,Bhopal,UPI,Galaxy A51,23,8,2022,Tuesday
2022-08-23,24344.88,Vivo,45-49,Delhi,UPI,Vivo S1,23,8,2022,Tuesday
2022-08-24,172273.92,Xiaomi,30-34,Patna,Credit Card,Redmi Note 10,24,8,2022,Wednesday
2022-08-24,472687.64999999997,OnePlus,20-24,Mumbai,Cash,OnePlus 8T,24,8,2022,Wednesday
2022-08-24,101197.74,OnePlus,30-34,Jodhpur,Debit Card,OnePlus 9,24,8,2022,Wednesday
2022-08-24,226607.76,Apple,35-39,Kolkata,Cash,iPhone SE,24,8,2022,Wednesday
2022-08-25,113750.84,OnePlus,50-54,Delhi,Cash,OnePlus 9,25,8,2022,Thursday
2022-08-25,223686.19,Xiaomi,15-19,Delhi,Credit Card,Mi 11,25,8,2022,Thursday
2022-08-25,146976.90000000002,Xiaomi,30-34,Madurai,Cash,Redmi 9,25,8,2022,Thursday
2022-08-25,452988.36,OnePlus,35-39,Indore,UPI,OnePlus 8T,25,8,2022,Thursday
2022-08-26,152638.71,Xiaomi,50-54,Kolkata,UPI,Mi 11,26,8,2022,Friday
2022-08-26,63739.18,Apple,30-34,Delhi,Debit Card,iPhone SE,26,8,2022,Friday
2022-08-26,130687.2,Samsung,40-44,Mumbai,UPI,Galaxy Note 20,26,8,2022,Friday
2022-08-27,157178.97,Apple,45-49,Delhi,UPI,iPhone 11,27,8,2022,Saturday
2022-08-27,79945.84,Apple,45-49,Mumbai,Credit Card,iPhone 11,27,8,2022,Saturday
2022-08-27,186587.31,Xiaomi,50-54,Mumbai,UPI,Redmi 9,27,8,2022,Saturday
2022-08-27,105430.26,Samsung,25-29,Hyderabad,Cash,Galaxy Note 20,27,8,2022,Saturday
2022-08-28,152021.09999999998,Xiaomi,25-29,Lucknow,Cash,Redmi Note 10,28,8,2022,Sunday
2022-08-28,221616.4,Vivo,40-44,Delhi,UPI,Vivo V20,28,8,2022,Sunday
2022-08-28,232832.46000000002,Xiaomi,50-54,Hyderabad,Debit Card,Mi 11,28,8,2022,Sunday
2022-08-28,315875.52,Xiaomi,45-49,Ludhiana,Debit Card,Redmi Note 10,28,8,2022,Sunday
2022-08-29,373230.34,Xiaomi,45-49,Mumbai,Debit Card,Redmi Note 10,29,8,2022,Monday
2022-08-29,530116.0,Samsung,40-44,Mumbai,UPI,Galaxy A51,29,8,2022,Monday
2022-08-29,46425.3,Xiaomi,40-44,Patna,Debit Card,Mi 11,29,8,2022,Monday
2022-08-29,44680.64,Samsung,45-49,Patna,UPI,Galaxy A51,29,8,2022,Monday
2022-08-30,350053.74,OnePlus,20-24,Mumbai,Cash,OnePlus 8T,30,8,2022,Tuesday
2022-08-30,115431.12,Vivo,20-24,Delhi,Debit Card,Vivo V20,30,8,2022,Tuesday
2022-08-30,622816.29,Samsung,30-34,Delhi,Debit Card,Galaxy A51,30,8,2022,Tuesday
2022-08-30,47160.89,OnePlus,55-59,Madurai,Debit Card,OnePlus Nord,30,8,2022,Tuesday
2022-08-31,392415.84,Samsung,55-59,Delhi,Cash,Galaxy S21,31,8,2022,Wednesday
2022-08-31,175468.0,Samsung,25-29,Lucknow,UPI,Galaxy S21,31,8,2022,Wednesday
2022-08-31,146512.44,Vivo,50-54,Mumbai,Cash,Vivo Y51,31,8,2022,Wednesday
2022-09-01,198244.08,Apple,40-44,Mumbai,Cash,iPhone 11,1,9,2022,Thursday
2022-09-01,193750.83000000002,Apple,40-44,Delhi,Credit Card,iPhone 12,1,9,2022,Thursday
2022-09-01,206830.28999999998,Samsung,25-29,Mumbai,Debit Card,Galaxy S21,1,9,2022,Thursday
2022-09-02,131291.16,Xiaomi,50-54,Delhi,UPI,Redmi 9,2,9,2022,Friday
2022-09-02,144377.44,OnePlus,25-29,Lucknow,UPI,OnePlus Nord,2,9,2022,Friday
2022-09-02,93688.56,Xiaomi,30-34,Madurai,Credit Card,Mi 11,2,9,2022,Friday
2022-09-02,62097.82,Xiaomi,20-24,Ranchi,Credit Card,Redmi 9,2,9,2022,Friday
2022-09-03,166097.34,Samsung,20-24,Kolkata,Cash,Galaxy S21,3,9,2022,Saturday
2022-09-03,70761.04,Samsung,25-29,Delhi,Credit Card,Galaxy S21,3,9,2022,Saturday
2022-09-03,164003.63,Samsung,20-24,Mumbai,UPI,Galaxy S21,3,9,2022,Saturday
2022-09-03,273838.14,Samsung,30-34,Vadodara,UPI,Galaxy S21,3,9,2022,Saturday
2022-09-04,347295.85,Apple,30-34,Jodhpur,UPI,iPhone 11,4,9,2022,Sunday
2022-09-04,41412.5,Samsung,35-39,Delhi,Cash,Galaxy S21,4,9,2022,Sunday
2022-09-04,44565.68,Apple,40-44,Ranchi,Debit Card,iPhone 12,4,9,2022,Sunday
2022-09-05,120356.4,Apple,45-49,Ludhiana,Debit Card,iPhone 12,5,9,2022,Monday
2022-09-05,149092.3,Samsung,30-34,Mumbai,Cash,Galaxy S21,5,9,2022,Monday
2022-09-05,100651.86000000002,Vivo,25-29,Delhi,UPI,Vivo Y51,5,9,2022,Monday
2022-09-06,18110.98,OnePlus,40-44,Delhi,UPI,OnePlus 8T,6,9,2022,Tuesday
2022-09-06,155135.37,Xiaomi,15-19,Mumbai,Cash,Redmi 9,6,9,2022,Tuesday
2022-09-06,86075.3,Apple,25-29,Jodhpur,Cash,iPhone 11,6,9,2022,Tuesday
2022-09-06,71532.18000000001,OnePlus,30-34,Mumbai,Credit Card,OnePlus 8T,6,9,2022,Tuesday
2022-09-07,124176.96,Vivo,50-54,Hyderabad,Cash,Vivo Y51,7,9,2022,Wednesday
2022-09-07,166392.3,Xiaomi,35-39,Patna,Debit Card,Redmi 9,7,9,2022,Wednesday
2022-09-07,179776.24,Xiaomi,55-59,Mumbai,Cash,Redmi Note 10,7,9,2022,Wednesday
2022-09-08,51340.0,Apple,35-39,Mumbai,UPI,iPhone SE,8,9,2022,Thursday
2022-09-08,352165.92,Samsung,30-34,Gorakhpur,UPI,Galaxy S21,8,9,2022,Thursday
2022-09-08,204062.2,Vivo,20-24,Bhopal,UPI,Vivo Y51,8,9,2022,Thursday
2022-09-08,71193.71,Apple,40-44,Delhi,Debit Card,iPhone 12,8,9,2022,Thursday
2022-09-09,131707.78,Vivo,40-44,Gorakhpur,Debit Card,Vivo S1,9,9,2022,Friday
2022-09-09,33310.42,Samsung,45-49,Bhopal,Credit Card,Galaxy S21,9,9,2022,Friday
2022-09-09,206249.69999999998,Samsung,25-29,Mumbai,Cash,Galaxy S21,9,9,2022,Friday
2022-09-09,112524.6,Apple,40-44,Jodhpur,Credit Card,iPhone 11,9,9,2022,Friday
2022-09-10,216683.03999999998,Samsung,30-34,Delhi,Cash,Galaxy S21,10,9,2022,Saturday
2022-09-10,133621.1,OnePlus,15-19,Delhi,Cash,OnePlus 9,10,9,2022,Saturday
2022-09-10,152221.36,Xiaomi,45-49,Delhi,Debit Card,Mi 11,10,9,2022,Saturday
2022-09-11,437474.52,Apple,30-34,Delhi,UPI,iPhone SE,11,9,2022,Sunday
2022-09-11,469197.52,Vivo,55-59,Ranchi,Cash,Vivo Y51,11,9,2022,Sunday
2022-09-11,206577.53999999998,OnePlus,50-54,Delhi,Debit Card,OnePlus 9,11,9,2022,Sunday
2022-09-12,590335.83,Apple,45-49,Chennai,Credit Card,iPhone 11,12,9,2022,Monday
2022-09-12,127774.86,Samsung,20-24,Madurai,UPI,Galaxy Note 20,12,9,2022,Monday
2022-09-12,431170.08,Samsung,20-24,Delhi,Credit Card,Galaxy S21,12,9,2022,Monday
2022-09-12,256159.12,Samsung,45-49,Delhi,Credit Card,Galaxy A51,12,9,2022,Monday
2022-09-13,65470.12,Samsung,50-54,Ludhiana,Debit Card,Galaxy Note 20,13,9,2022,Tuesday
2022-09-13,51318.7,Vivo,30-34,Delhi,UPI,Vivo S1,13,9,2022,Tuesday
2022-09-13,68719.24,OnePlus,30-34,Bhopal,Cash,OnePlus 8T,13,9,2022,Tuesday
2022-09-13,107192.54,Xiaomi,20-24,Patna,Credit Card,Redmi Note 10,13,9,2022,Tuesday
2022-09-14,591513.84,Vivo,45-49,Delhi,Cash,Vivo V20,14,9,2022,Wednesday
2022-09-14,116516.56,Vivo,50-54,Ludhiana,UPI,Vivo Y51,14,9,2022,Wednesday
2022-09-14,39573.76,Xiaomi,25-29,Delhi,Debit Card,Mi 11,14,9,2022,Wednesday
2022-09-15,149713.38,Xiaomi,20-24,Gorakhpur,Debit Card,Mi 11,15,9,2022,Thursday
2022-09-15,213583.58,Samsung,40-44,Bangalore,Debit Card,Galaxy S21,15,9,2022,Thursday
2022-09-15,140669.41,Vivo,55-59,Delhi,Cash,Vivo Y51,15,9,2022,Thursday
2022-09-15,404091.72000000003,Apple,15-19,Indore,Cash,iPhone 12,15,9,2022,Thursday
2022-09-16,411162.18,Xiaomi,30-34,Hyderabad,UPI,Mi 11,16,9,2022,Friday
2022-09-16,445500.24,Xiaomi,40-44,Bangalore,Cash,Redmi Note 10,16,9,2022,Friday
2022-09-16,212419.19999999998,OnePlus,35-39,Kanpur,Debit Card,OnePlus 8T,16,9,2022,Friday
2022-09-17,20540.54,Apple,25-29,Mumbai,Credit Card,iPhone SE,17,9,2022,Saturday
2022-09-17,28796.56,Apple,55-59,Delhi,Credit Card,iPhone SE,17,9,2022,Saturday
2022-09-17,208027.8,Xiaomi,45-49,Mumbai,Credit Card,Redmi Note 10,17,9,2022,Saturday
2022-09-17,265095.45,Samsung,30-34,Bhopal,Debit Card,Galaxy Note 20,17,9,2022,Saturday
2022-09-18,133296.8,OnePlus,45-49,Delhi,Cash,OnePlus Nord,18,9,2022,Sunday
2022-09-18,146263.6,Apple,25-29,Delhi,Credit Card,iPhone 11,18,9,2022,Sunday
2022-09-18,125975.84999999999,Xiaomi,15-19,Ranchi,Cash,Mi 11,18,9,2022,Sunday
2022-09-19,322769.7,Apple,55-59,Patna,Cash,iPhone 11,19,9,2022,Monday
2022-09-19,96631.62,OnePlus,25-29,Mumbai,Debit Card,OnePlus Nord,19,9,2022,Monday
2022-09-19,38847.479999999996,OnePlus,35-39,Coimbatore,Cash,OnePlus 9,19,9,2022,Monday
2022-09-20,51594.25,Vivo,40-44,Delhi,Cash,Vivo S1,20,9,2022,Tuesday
2022-09-20,59368.36,Xiaomi,35-39,Indore,Debit Card,Redmi Note 10,20,9,2022,Tuesday
2022-09-20,49623.21,OnePlus,45-49,Kanpur,UPI,OnePlus Nord,20,9,2022,Tuesday
2022-09-21,53824.83,Vivo,45-49,Delhi,Credit Card,Vivo Y51,21,9,2022,Wednesday
2022-09-21,260369.89999999997,Vivo,50-54,Kanpur,Credit Card,Vivo Y51,21,9,2022,Wednesday
2022-09-21,102119.44,Apple,50-54,Bangalore,Cash,iPhone 11,21,9,2022,Wednesday
2022-09-21,126379.36,Apple,35-39,Gorakhpur,UPI,iPhone SE,21,9,2022,Wednesday
2022-09-22,250341.85,Vivo,45-49,Hyderabad,Debit Card,Vivo S1,22,9,2022,Thursday
2022-09-22,87050.32,Apple,45-49,Lucknow,Cash,iPhone 12,22,9,2022,Thursday
2022-09-22,66890.36,OnePlus,50-54,Vadodara,Debit Card,OnePlus Nord,22,9,2022,Thursday
2022-09-22,344705.88,Samsung,30-34,Gorakhpur,Credit Card,Galaxy S21,22,9,2022,Thursday
2022-09-23,58180.36,OnePlus,30-34,Lucknow,Debit Card,OnePlus Nord,23,9,2022,Friday
2022-09-23,370782.51,Vivo,40-44,Coimbatore,Credit Card,Vivo Y51,23,9,2022,Friday
2022-09-23,200288.88,Vivo,40-44,Hyderabad,Debit Card,Vivo S1,23,9,2022,Friday
2022-09-24,124161.55,OnePlus,50-54,Bhopal,Debit Card,OnePlus 8T,24,9,2022,Saturday
2022-09-24,348826.60000000003,Apple,30-34,Madurai,UPI,iPhone SE,24,9,2022,Saturday
2022-09-24,64810.72,Apple,55-59,Hyderabad,Debit Card,iPhone 12,24,9,2022,Saturday
2022-09-24,62519.28,Vivo,20-24,Lucknow,Cash,Vivo S1,24,9,2022,Saturday
2022-09-25,160214.22000000003,Xiaomi,25-29,Indore,UPI,Mi 11,25,9,2022,Sunday
2022-09-25,148296.5,Apple,30-34,Delhi,Cash,iPhone SE,25,9,2022,Sunday
2022-09-25,180884.4,OnePlus,45-49,Delhi,Debit Card,OnePlus 9,25,9,2022,Sunday
2022-09-26,358751.52,Apple,40-44,Indore,Debit Card,iPhone 12,26,9,2022,Monday
2022-09-26,192806.19999999998,OnePlus,15-19,Kolkata,UPI,OnePlus 9,26,9,2022,Monday
2022-09-26,576813.0599999999,Vivo,50-54,Mumbai,Credit Card,Vivo V20,26,9,2022,Monday
2022-09-27,24168.8,Apple,40-44,Delhi,UPI,iPhone SE,27,9,2022,Tuesday
2022-09-27,262734.93,OnePlus,45-49,Hyderabad,Credit Card,OnePlus 9,27,9,2022,Tuesday
2022-09-27,183197.88,Vivo,50-54,Delhi,Credit Card,Vivo S1,27,9,2022,Tuesday
2022-09-27,277728.66000000003,Xiaomi,30-34,Kanpur,Debit Card,Redmi 9,27,9,2022,Tuesday
2022-09-28,232845.41999999998,OnePlus,50-54,Delhi,Cash,OnePlus Nord,28,9,2022,Wednesday
2022-09-28,353639.58,Xiaomi,20-24,Delhi,UPI,Redmi Note 10,28,9,2022,Wednesday
2022-09-28,27526.66,Xiaomi,45-49,Madurai,UPI,Redmi Note 10,28,9,2022,Wednesday
2022-09-28,412504.88999999996,Samsung,20-24,Delhi,Debit Card,Galaxy A51,28,9,2022,Wednesday
2022-09-29,238111.5,Apple,55-59,Hyderabad,Debit Card,iPhone SE,29,9,2022,Thursday
2022-09-29,18025.64,OnePlus,55-59,Delhi,UPI,OnePlus Nord,29,9,2022,Thursday
2022-09-29,126284.22,Xiaomi,30-34,Kolkata,UPI,Mi 11,29,9,2022,Thursday
2022-09-30,342676.11000000004,Samsung,40-44,Bhopal,Cash,Galaxy Note 20,30,9,2022,Friday
2022-09-30,19812.74,Vivo,45-49,Ludhiana,Debit Card,Vivo V20,30,9,2022,Friday
2022-09-30,12018.98,OnePlus,45-49,Mumbai,Cash,OnePlus 8T,30,9,2022,Friday
2022-09-30,18466.58,Xiaomi,35-39,Delhi,Debit Card,Redmi 9,30,9,2022,Friday
2022-10-01,372223.04,Apple,50-54,Hyderabad,Debit Card,iPhone SE,1,10,2022,Saturday
2022-10-01,83031.08,Samsung,50-54,Delhi,Cash,Galaxy S21,1,10,2022,Saturday
2022-10-01,94183.12,Xiaomi,55-59,Delhi,Credit Card,Redmi Note 10,1,10,2022,Saturday
2022-10-01,23016.76,Apple,15-19,Hyderabad,Credit Card,iPhone 11,1,10,2022,Saturday
2022-10-02,53375.84,Xiaomi,55-59,Hyderabad,Credit Card,Redmi 9,2,10,2022,Sunday
2022-10-02,527596.74,OnePlus,45-49,Delhi,Debit Card,OnePlus 9,2,10,2022,Sunday
2022-10-02,404676.23,OnePlus,15-19,Bangalore,Cash,OnePlus 9,2,10,2022,Sunday
2022-10-03,70616.36,OnePlus,30-34,Lucknow,Credit Card,OnePlus 8T,3,10,2022,Monday
2022-10-03,385188.42,Samsung,55-59,Lucknow,UPI,Galaxy S21,3,10,2022,Monday
2022-10-03,100673.46,OnePlus,30-34,Gorakhpur,Credit Card,OnePlus 8T,3,10,2022,Monday
2022-10-04,446962.04000000004,Apple,50-54,Delhi,Cash,iPhone SE,4,10,2022,Tuesday
2022-10-04,73659.26,Xiaomi,40-44,Mumbai,Debit Card,Mi 11,4,10,2022,Tuesday
2022-10-04,289738.32,Vivo,55-59,Ludhiana,Cash,Vivo V20,4,10,2022,Tuesday
2022-10-04,456577.52,Apple,50-54,Ranchi,Debit Card,iPhone 11,4,10,2022,Tuesday
2022-10-05,15597.87,Apple,30-34,Kanpur,Cash,iPhone 11,5,10,2022,Wednesday
2022-10-05,330019.52,OnePlus,40-44,Hyderabad,Cash,OnePlus Nord,5,10,2022,Wednesday
2022-10-05,120366.1,Samsung,55-59,Mumbai,UPI,Galaxy Note 20,5,10,2022,Wednesday
2022-10-06,358869.30000000005,Xiaomi,20-24,Madurai,Credit Card,Redmi Note 10,6,10,2022,Thursday
2022-10-06,67367.97,Samsung,45-49,Coimbatore,Credit Card,Galaxy S21,6,10,2022,Thursday
2022-10-06,259481.8,Xiaomi,20-24,Bhopal,Cash,Redmi 9,6,10,2022,Thursday
2022-10-07,157263.68000000002,Xiaomi,55-59,Hyderabad,Credit Card,Redmi 9,7,10,2022,Friday
2022-10-07,11216.82,Samsung,55-59,Mumbai,UPI,Galaxy A51,7,10,2022,Friday
2022-10-07,77529.9,Apple,45-49,Delhi,Cash,iPhone 12,7,10,2022,Friday
2022-10-07,285755.61000000004,Xiaomi,20-24,Mumbai,Credit Card,Mi 11,7,10,2022,Friday
2022-10-08,146494.56,Samsung,25-29,Bhopal,Credit Card,Galaxy S21,8,10,2022,Saturday
2022-10-08,52445.549999999996,Xiaomi,20-24,Kolkata,Debit Card,Redmi Note 10,8,10,2022,Saturday
2022-10-08,90344.98,Vivo,30-34,Mumbai,Credit Card,Vivo S1,8,10,2022,Saturday
2022-10-09,223421.36,Apple,20-24,Delhi,Credit Card,iPhone SE,9,10,2022,Sunday
2022-10-09,208767.75,OnePlus,55-59,Delhi,Debit Card,OnePlus 8T,9,10,2022,Sunday
2022-10-09,388487.12,Xiaomi,20-24,Lucknow,Cash,Mi 11,9,10,2022,Sunday
2022-10-10,460943.52,Vivo,25-29,Ranchi,Cash,Vivo Y51,10,10,2022,Monday
2022-10-10,93975.3,OnePlus,15-19,Delhi,UPI,OnePlus 8T,10,10,2022,Monday
2022-10-10,484087.52,OnePlus,40-44,Delhi,Debit Card,OnePlus 9,10,10,2022,Monday
2022-10-10,387179.04,Xiaomi,30-34,Bangalore,Cash,Mi 11,10,10,2022,Monday
2022-10-11,369691.19999999995,Samsung,30-34,Vadodara,Credit Card,Galaxy S21,11,10,2022,Tuesday
2022-10-11,400482.48,Xiaomi,25-29,Vadodara,Credit Card,Redmi Note 10,11,10,2022,Tuesday
2022-10-11,65791.51,Vivo,45-49,Delhi,Credit Card,Vivo Y51,11,10,2022,Tuesday
2022-10-11,131539.68,OnePlus,35-39,Mumbai,UPI,OnePlus 8T,11,10,2022,Tuesday
2022-10-12,14719.72,Xiaomi,30-34,Jodhpur,Cash,Redmi Note 10,12,10,2022,Wednesday
2022-10-12,81249.68,Samsung,50-54,Delhi,Debit Card,Galaxy A51,12,10,2022,Wednesday
